,remarks_medical,,adverse_events,,text,Bemærkninger fra læge,,,,,,,,y,,,,,Any remarks from medical staff. Repeated instrument.
,bed_q_1,binge_eating_disorder_questionnaire,bedq,,radio,"1. Haft episoder med tvangsoverspisning? (dvs. at du indenfor et kort tidsrum (fx to timer) spiste væsentligt mere, end hvad der er normalt)?","0, Nej | 1, Ja, mindre end 1 gang om ugen | 2, Ja, 1-3 gange om ugen | 3, Ja, 4-7 gange om ugen | 4, Ja, 8-13 gange om ugen | 5, Ja, 14 eller flere gange om ugen",,,,,,,y,,,,,"Binge eating episode defined as eating a significantly larger amount of food than normal within a short time period, indicative of loss of control."
,shake_bar_time_min_v3,visit_03,besoegsdag_3,,text,"Hvis det tog mere end 10 minutter for deltageren at indtage shake + bar: 
Hvor mange minutter var deltageren om at indtage shake + bar?",,,,,,,[mmtt_shake_bar_v3] =2,y,,,,,"The number of minutes it took the participant to consume the test shake and bar, if the total consumption time exceeded 10 minutes. Visit 3"
,smoking_amount_v3,visit_03,besoegsdag_3,,text,"Hvis deltageren IKKE har undgået rygning siden i går aftes, hvor meget og hvornår? ",,,,,,,[smoking_v3] = '2',y,,,,,Indicates how much smoking the participant has done and when since last night. Visit 3.
,smoking_v3,visit_03,besoegsdag_3,,radio,Har deltageren afholdt sig fra rygning siden i går aftes?,"1, Ja | 2, Nej",Dette er vigtigt for at få så korrekte målinger som muligt,,,,,,y,,,,,Indicates if the participant has avoided smpking since the night before. Visit 3.
,sp_note_visit_v3,visit_03,besoegsdag_3,SP,radio,Er der skrevet notat for besøget i SP?,"1, Ja | 2, Nej",,,,,,,y,,,,,"Indicates whether a note for the visit is documented in SP. Visit 3. Not added for ID 01, 02, 03 and 07."
staff_initials_v3_admin,staff_initials_v3,visit_03,besoegsdag_3,,text,Initialer på projektpersonale,,,,,,y,,y,,,,,Initials of the study staff member responsible for conducting the visit. Visit 3.
,timer_started_v3,visit_03,besoegsdag_3,Indtagelse af shake + bar,radio,"<div class=""rich-text-field-label""><p>Er uret startet?</p> <p>Påbegyndelse af shake + bar = tid 0</p></div>","1, Ja | 2, Nej",,,,,,,y,,,,,Record whether the timer was started at the time of test drink consumption (defined as time 0). Visit 3.
,transportation_v3,visit_03,besoegsdag_3,,text,"Hvilket form for transport har deltageren gjort brug af, og hvor langt har deltageren transporteret sig? ",,,,,,,[not_active_transportation_v3]='2',y,,,,,Description of the active transportation before the visit. Visit 3.
,vas_deviation_adminribe_v3,visit_03,besoegsdag_3,,text,Beskriv afvigelsen ved VAS under MMTT:,,,,,,,[vas_deviation_v3] = '1',y,,,,,Description of any deviations regarding VAS during MMTT. Visit 3.
,vas_deviation_v3,visit_03,besoegsdag_3,,radio,VAS under MMTT,"1, Ja | 2, Nej",,,,,,,y,,,,,Deviations related to VAS procedure. Visit 3.
vas_minus10_v3_dq,vas_minus10_v3,visit_03,besoegsdag_3,,radio,Har deltageren gennemført VAS 1 (tid -10)? ,"1, Ja | 2, Nej",,,,,,,y,,,,,"Record whether the participant completed VAS 1, performed approximately 10 minutes prior to the intervention. 
Response options: 1=Yes, 2=No. Visit 3."
vas_time120_v3_dq,vas_time120_v3,visit_03,besoegsdag_3,,radio,Har deltageren gennemført VAS 5 (tid 120)? ,"1, Ja | 2, Nej",,,,,,,y,,,,,"Record whether the participant completed VAS 5, performed approximately 120 minutes into the intervention. Visit 3."
vas_time180_v3_dq,vas_time180_v3,visit_03,besoegsdag_3,,radio,Har deltageren gennemført VAS 6 (tid 180 min)? ,"1, Ja | 2, Nej",,,,,,,y,,,,,"Record whether the participant completed VAS 6, performed approximately 180 minutes into the intervention. Visit 3."
vas_time240_v3_dq,vas_time240_v3,visit_03,besoegsdag_3,,radio,Har deltageren gennemført VAS 7 (tid 240)?,"1, Ja | 2, Nej",,,,,,,y,,,,,"Record whether the participant completed VAS 7, performed approximately 240 minutes into the intervention. Visit 3."
vas_time30_v3_dq,vas_time30_v3,visit_03,besoegsdag_3,,radio,Har deltageren gennemført VAS 2 (tid 30)? ,"1, Ja | 2, Nej",,,,,,,y,,,,,"Record whether the participant completed VAS 2, performed approximately 30 minutes into the intervention. Visit 3."
vas_time60_v3_dq,vas_time60_v3,visit_03,besoegsdag_3,,radio,Har deltageren gennemført VAS 3 (tid 60)? ,"1, Ja | 2, Nej",,,,,,,y,,,,,"Record whether the participant completed VAS 3, performed approximately 60 minutes into the intervention. Visit 3."
vas_time90_v3_dq,vas_time90_v3,visit_03,besoegsdag_3,,radio,Har deltageren gennemført VAS 4 (tid 90)? ,"1, Ja | 2, Nej",,,,,,,y,,,,,"Record whether the participant completed VAS 4, performed approximately 90 minutes into the intervention. Visit 3."
,visit_attention_points_v3,visit_03,besoegsdag_3,,notes,Opmærksomhedspunkter for besøget,,,,,,,,,,,,,"Documents any important notes, considerations, or issues relevant for the visit. Visit 3."
,alcohol_intake_v4,visit_04,besoegsdag_4,,text,"Hvis deltageren IKKE har undgået at drikke alkohol de sidste 24 timer, hvor meget er så drukket og hvornår? ",,,,,,,[alcohol_v4] = '2',y,,,,,Indicates how much alcohol the participants has had and when the past 24 hours. Visit 4.
,alcohol_v4,visit_04,besoegsdag_4,,radio,Har deltageren afholdt sig fra at drikke alkohol de sidste 24 timer?,"1, Ja | 2, Nej",Dette er vigtigt for at få så korrekte målinger som muligt,,,,,,y,,,,,Indicates if the participant has avoided alcohol the past 24 hours. Visit 4.
,blood_pressure_deviation_v4,visit_04,besoegsdag_4,,radio,Blodtryk og puls,"1, Ja | 2, Nej",,,,,,,y,,,deviations_v4,,Record any deviations from protocol during the blood pressure measurement. Visit 4.
bloodsample_minus15_v4_dq,bloodsample_minus15_v4,visit_04,besoegsdag_4,,radio,Er blodprøve 1 taget (tid -15)?,"1, Ja | 2, Nej",,,,,,,y,,,,,"Record whether the participant completed bloodsample measurement 1, performed approximately 15 minutes prior to the intervention. Visit 4."
bloodsample_minus5_v4_dq,bloodsample_minus5_v4,visit_04,besoegsdag_4,,radio,Er blodprøve 2 taget (tid -5)?,"1, Ja | 2, Nej",,,,,,,y,,,,,Records whether a bloodsample was taken at time -5. Visit 4.
bloodsample_time120_v4_dq,bloodsample_time120_v4,visit_04,besoegsdag_4,Tid 120,radio,Er blodprøve 6 taget (tid 120)?,"1, Ja | 2, Nej",,,,,,,y,,,,,Record whether a bloodsample was taken at time 120. Visit 4.
bloodsample_time180_v4_dq,bloodsample_time180_v4,visit_04,besoegsdag_4,Tid 180,radio,Er blodprøve 7 taget (tid 180)?,"1, Ja | 2, Nej",,,,,,,y,,,,,Record whether a bloodsample was taken at time 180. Visit 4.
bloodsample_time240_v4_dq,bloodsample_time240_v4,visit_04,besoegsdag_4,Tid 240,radio,Er blodprøve 8 taget (tid 240 min)?,"1, Ja | 2, Nej",,,,,,,y,,,,,Record whether a bloodsample was taken approximately 240 minutes into the intervention. Visit 4.
bloodsample_time30_v4_dq,bloodsample_time30_v4,visit_04,besoegsdag_4,Tid 30,radio,Er blodprøve 3 taget (tid 30)?,"1, Ja | 2, Nej",,,,,,,y,,,,,Record whether a bloodsample was taken at time 30. Visit 4.
bloodsample_time60_v4_dq,bloodsample_time60_v4,visit_04,besoegsdag_4,Tid 60,radio,"Er blodprøve 4 taget (tid 60)?
","1, Ja | 2, Nej",,,,,,,y,,,,,Record whether a bloodsample was taken at time 60. Visit 4.
bloodsample_time90_v4_dq,bloodsample_time90_v4,visit_04,besoegsdag_4,Tid 90,radio,Er blodprøve 5 taget (tid 90)?,"1, Ja | 2, Nej",,,,,,,y,,,,,Record whether a bloodsample was taken at time 90. Visit 4.
,bmi_v4,visit_04,besoegsdag_4,,calc,BMI,"round(([weight_v4])/(([height_v4])^(2)), 1)",,,,,,,y,,,,,"Body Mass Index (BMI) in kg/m², calculated from weight and height. Visit 4."
bp_chosen_arm_v4_admin,bp_chosen_arm_v4,visit_04,besoegsdag_4,"<div class=""rich-text-field-label""><p>Blodtryk og puls<br>Måles siddende efter 5-10 min hvile.<br><br>NB: Ved gentaget systolisk blodtryk > 180 mmHg eller diastolisk blodtryk > 120 mmHg, bør deltageren ses af en læge på forsøgsstedet. </p></div>",calc,"<div class=""rich-text-field-label""><p>Blodtrykket skal måles på <br>1: Venstre arm<br>2: Højre arm</p></div>",[besg_2_arm_1][bp_chosen_arm_v2],,,,,,,y,,,,,Arm used for  blood pressure measurements. Visit 4.
,bp_deviation_adminribe_v4,visit_04,besoegsdag_4,,text,Beskriv afvigelsen i blodtryk og puls,,,,,,,[blood_pressure_deviation_v4] = '1',y,,,,,Description of any deviations regarding the measurements of the blood pressure. Visit 4.
,caffeine_intake_v4,visit_04,besoegsdag_4,,text,"Hvis deltageren IKKE har undgået at drikke koffeinholdige drikkevarer de sidste 24 timer, hvor meget er så drukket og hvornår? ",,,,,,,[caffeine_v4] = '2',y,,,,,Indicates how much caffeine the participants has had and when the past 24 hours. Visit 4.
,caffeine_v4,visit_04,besoegsdag_4,,radio,Har deltageren afholdt sig fra at koffeinholdige drikkevarer de sidste 24 timer?,"1, Ja | 2, Nej",Dette er vigtigt for at få så korrekte målinger som muligt,,,,,,y,,,,,Indicates if the participant has avoided caffeinated beverages the past 24 hours. Visit 4.
,cognition_deviation_adminribe_v4,visit_04,besoegsdag_4,,text,Beskriv afvigelsen i kognitionstesten,,,,,,,[cognition_deviation_v4] = '1',y,,,,,Description of any deviations regarding the cognitive tests. Visit 4.
,cognition_deviation_v4,visit_04,besoegsdag_4,,radio,Kognitionstest,"1, Ja | 2, Nej",,,,,,,y,,,deviations_v4,,Record any deviations from protocol during the cognition test. Visit 4.
,cognition_tests_filed_office_v4,visit_04,besoegsdag_4,,radio,Er SCIP-testen og TMT-testen lagt i mappen på kontoret?,"1, Ja | 2, Nej",,,,,,,y,,,,,Indicates if the SCIP test and the TMT test has been filed in the briefcase in the office. Visit 4.
,comments_end_v4,visit_04,besoegsdag_4,,notes,"<div class=""rich-text-field-label""><p>Her noteres generelle kommentarer til besøg 4.</p> <p><span style=""font-weight: normal;"">Det kan eksempelvis være:</span></p> <p><span style=""font-weight: normal;"">- Kommentarer om deltagerens samarbejde og forståelse</span><br><span style=""font-weight: normal;"">- Eventuelle afvigelser i protokollen eller komplikationer</span><br><span style=""font-weight: normal;"">- Information om udførte prøver og tests (fx hvis noget blev udsat eller aflyst)</span><br><span style=""font-weight: normal;"">- Eventuelle anbefalinger eller opfølgninger til næste besøg</span><br><span style=""font-weight: normal;"">- Logning af særlige hændelser eller observationer under besøget</span><br><span style=""font-weight: normal;"">- Kommentarer til dataindsamlingen, fx om data mangler eller kvaliteten</span><br><span style=""font-weight: normal;"">- Noter om deltagerens spørgsmål eller bekymringer</span></p> <p><span style=""font-weight: normal;""><em>Det er vigtigt at udfylde dette felt, da det bidrager til dokumentationen af besøget og hjælper med at samle vigtig information. Kommentarerne understøtter forståelsen af arbejdsgangene og projektets gennemførlighed, herunder identifikation af eventuelle udfordringer.</em></span></p> <p> </p> <p data-start=""0"" data-end=""184""><span style=""background-color: #bfedd2;"">Hvis der er generel information om deltageren, som er relevant for projektdeltagelsen, noteres den under instrumentet <strong data-start=""118"" data-end=""132"">""Stamdata""</strong> i feltet <strong data-start=""142"" data-end=""181"">""Noter ift. deltagelse i projektet""</strong>.</span></p> <p data-start=""186"" data-end=""373"" data-is-last-node="""" data-is-only-node=""""><span style=""background-color: #bfedd2;"">Det kan fx være oplysninger om, hvem personen bor sammen med, særlige forhold i husstanden eller en akut syg pårørende.</span></p></div>",,,,,,,,,LV,,,,Comment at the end of the visit. Visit 4.
,date_v4,visit_04,besoegsdag_4,,text,Dato for besøget,,,date_dmy,01.02.2023,31.12.2028,,,y,,,,,Date of visit. Visit 4. @today
,dia_bp_1_v4,visit_04,besoegsdag_4,,text,Diastolisk blodtryk 1,,mmHg,number,30,150,,,y,,,,,"Diastolic blood pressure in mmHg, first measurement. 
Participant sitting, measured after approximately 5-10 minutes of rest. Visit 4."
,dia_bp_2_v4,visit_04,besoegsdag_4,,text,Diastolisk blodtryk 2,,mmHg,number,30,150,,,y,,,,,"Diastolic blood pressure in mmHg, second measurement. 
Participant sitting, measured after approximately 5-10 minutes of rest. Visit 4."
,dia_bp_3_v4,visit_04,besoegsdag_4,,text,Diastolisk blodtryk 3,,mmHG,number,30,150,,,y,,,,,"Systolic blood pressure in mmHg, third measurement. 
Participant sitting, measured after approximately 5-10 minutes of rest. Visit 4."
,dia_bp_avg_v4,visit_04,besoegsdag_4,,calc,"Diastolisk blodtryk, gennemsnit ","if(
  [dia_bp_3_v4]<>'' and [dia_bp_2_v4]<>'',
  ([dia_bp_3_v4]+[dia_bp_2_v4])/2,
  if(
    [dia_bp_3_v4]<>'' and [dia_bp_2_v4]='',
    [dia_bp_3_v4],
    if(
      [dia_bp_3_v4]='' and [dia_bp_2_v4]<>'',
      [dia_bp_2_v4],
      '')))",mmHg. NB: Ved gentaget diastolisk blodtryk over 120 mmHg bør deltageren ses af en læge på undersøgelsesstedet,,,,,,,,,,,Mean of last two diastolic BP measurements (2 and 3); otherwise most recent available. Visit 4.
,dxa_contraindicated_v4,visit_04,besoegsdag_4,,radio,Har deltageren  fået sprøjtet kontrastvæske ind i kroppen inden for den sidste uge?,"1, Ja | 2, Nej","Hvis ""Ja"" må DXA ikke gennemføres",,,,,,y,,,,,Indicates whether the participant has had contrast fluid injected within the past week. Visit 4.
,dxa_deviation_adminribe_v4,visit_04,besoegsdag_4,,text,Beskriv afvigelsen i DXA scanning,,,,,,,[dxa_deviation_v4] = '1',y,,,,,Description of any deviations regarding the DXA scan. Visit 4.
,dxa_deviation_v4,visit_04,besoegsdag_4,,radio,DXA,"1, Ja | 2, Nej",,,,,,,y,,,deviations_v4,,Record any deviations from protocol during the DXA scan. Visit 4.
,dxa_metal_v4,visit_04,besoegsdag_4,"Vægt, højde og DXA",radio,Har forsøgsdeltageren fået indopereret metal i kroppen?,"1, Ja | 2, Nej",,,,,,,y,,,,,Indicates whether the participant has any metal parts in their body. Visit 4.
,dxa_performed_v4,visit_04,besoegsdag_4,,radio,Er DXA udført?,"1, Ja | 2, Nej",,,,,,,y,,,,,Indicates if the DXA is perfomed. Visit 4.
,dxa_print_v4,visit_04,besoegsdag_4,,radio,Er DXA-data printet ud og lagt i ON LiMiT-mappen?,"1, Ja | 2, Nej",,,,,,[dxa_performed_v4]='1',y,,,,,States whether DXA data have been printed and filed in the ON LiMiT folder. Visit 4.
dxa_upload_ldrive_v4_dq,dxa_upload_ldrive_v4,visit_04,besoegsdag_4,,radio,"<div class=""rich-text-field-label""><p>Er DXA-data indlæst og gemt i mappen på L-drevet (excel-fil)?</p> <p><span style=""font-weight: normal;""><em>Gemmes som onlimit_ID_visit_test (eksempel: onlimit_05_v4_dxa)</em></span></p></div>","1, Ja | 2, Nej",L:\AuditData\ON LiMiT\2. Feasibility studie\9. Data\2. DXA,,,,,[dxa_performed_v4]='1',y,,,,,DXA results saved on L-drive. Workflow. Visit 4.
,dxa_which_metal_v4,visit_04,besoegsdag_4,,text,"Hvis ""Ja"", beskriv",,,,,,,[dxa_metal_v4] = '1',y,,,,,"Indicates the type of metal in the participants body, if any. Visit 4."
,empty_bladder_v4,visit_04,besoegsdag_4,,radio,Har deltageren tømt blæren lige inden vejning og DXA?,"1, Ja | 2, Nej",Hvis ikke skal deltageren bedes gå ud og tømme blæren,,,,,,y,,,,,Indicates if the partcipant has emptied bladder before DXA. Workflow. Visit 4.
,exercise_24h_v4,visit_04,besoegsdag_4,,text,"Hvis deltageren IKKE har undladt at være fysisk aktiv inden for de sidste 24 timer, hvor meget har deltageren så bevæget sig og hvornår? ",,,,,,,[no_exercise_24h_v4] = '2',y,,,,,Indicates how much intense activity or exercise the participant did and when the past 24 hours. Visit 4.
,fasting_status_v4,visit_04,besoegsdag_4,Standardisering,radio,Er deltageren fastende?,"1, Ja | 2, Nej","Skal være fastende fra kl. 22 dagen forinden (inkl. kaffe, te, kosttilskud og tobak) Må gerne have drukket vand.",,,,,,y,,,,,Indicates if the participant has been fasting since 10 pm the night before. Visit 4.
,fibro_deviation_adminribe_v4,visit_04,besoegsdag_4,,text,Beskriv afvigelsen i fibroscanning,,,,,,,[fibro_deviation_v4] = '1',y,,,,,Description of any deviations regarding the fibro scan. Visit 4.
,fibro_deviation_v4,visit_04,besoegsdag_4,,radio,Fibroscanning,"1, Ja | 2, Nej",,,,,,,y,,,deviations_v4,,Record any deviations from protocol during the fibroscan. Visit 4.
,fibro_not_performed_why_v4,visit_04,besoegsdag_4,,text,"Hvis nej, hvorfor ikke?",,,,,,,[fibro_performed_v4]= '2',y,,,,,Indicates why the fibro scan was not perfomed in case it is not. Visit 4
,fibro_performed_v4,visit_04,besoegsdag_4,"Fibroscanning
",radio,Er fibroscanningen udført?,"1, Ja | 2, Nej",,,,,,,y,,,,,FibroScan performed. Visit 4.
,fibro_probe_size_v4,visit_04,besoegsdag_4,,radio,Hvilken probe blev benyttet?,"1, M | 2, XL",,,,,,[fibro_performed_v4]='1',y,,,,,Indicates the size of the probe used for the fibro scan. Visit 4.
fibro_upload_ldrive_v4_dq,fibro_upload_ldrive_v4,visit_04,besoegsdag_4,,radio,"<div class=""rich-text-field-label""><p>Er Fibroscan-data indlæst og gemt i mappen på L-drevet (excel-fil)?</p> <p><span style=""font-weight: normal;""><em>Gemmes som onlimit_ID_visit_test (eksempel: onlimit_05_v4_fibro)</em></span></p></div>","1, Ja | 2, Nej",L:\AuditData\ON LiMiT\2. Feasibility studie\10. Data\4. Fibroskanning,,,,,[fibro_performed_v4]='1',y,,,,,Indicates whetner or not the fibroscan is saved on the L-drive. Workflow. Visit 4.
fibro_upload_v4_file,fibro_upload_v4,visit_04,besoegsdag_4,,file,"<div class=""rich-text-field-label""><p>Upload Fibroscan-data (excel-fil)</p> <p><span style=""font-weight: normal;""><em>Gemmes som onlimit_ID_visit_test (eksempel: onlimit_05_v4_fibro)</em></span></p></div>",,,,,,,[fibro_performed_v4]='1',y,,,,,Fibroscan data upload. Workflow. Visit 4.
finapres_arm_cuff_size_v4_admin,finapres_arm_cuff_size_v4,visit_04,besoegsdag_4,Før Finapres,calc,"<div class=""rich-text-field-label""><p>Hvilken størrelse armmanchet bruges til Finapres-målingen? <br><br>1, Small<br>2, Medium<br>3, Large<br><br><span style=""font-weight: normal;""><em>Armmanchetten placeres på den samme arm, som blodtrykket er målt på.</em></span></p></div>",[besg_2_arm_1][finapres_arm_cuff_size_v2],Ofte bruges størrelse medium. Brug samme størrelse som ved V2.  ,,,,,,y,,,,,"Finapres measurement: Size of arm cuff (S, M or L) at visit 2. Visit 4."
,finapres_deviation_adminribe_v4,visit_04,besoegsdag_4,,text,Beskriv afvigelsen under finapres under MMTT,,Noter tid/ tider,,,,,[finapres_deviation_v4] = '1',y,,,,,Description of any deviations regarding finapres during MMTT. Visit 4.
,finapres_deviation_v4,visit_04,besoegsdag_4,,radio,Finapres under MMTT,"1, Ja | 2, Nej",,,,,,,y,,,deviations_v4,,Record any deviations from protocol during the Finapres during MMTT. Visit 4.
finapres_finger_cuff_size_v4_admin,finapres_finger_cuff_size_v4,visit_04,besoegsdag_4,,calc,"Hvilken størrelse fingermanchet bruges til Finapres-målingen? 

1, Small
2, Medium
3, Large",[besg_2_arm_1][finapres_finger_cuff_size_v2],Ofte bruges størrelse medium. Brug samme størrelse som ved V2.   ,,,,,,y,,,,,"Finapres measurement: Size of finger cuff (S, M or L) at visit 2. Visit 4."
